,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
986,Gervin,George,3.0,2.0,0,83,88,30.0,84,99,38,34,65.0,72.0,47,88.0,52.0,55,57,99,63,80,75,20,90,86.0,1.0,81,,06
987,Johnson,Magic,4.0,4.0,0,93,74,72.0,85,61,84,18,24.0,74.0,99,99.0,93.0,84,78,50,99,64,82,25,90,70.0,8.0,84,,06
988,Archibald,Nate,4.0,4.0,1,78,85,75.0,81,62,54,4,8.0,16.0,88,85.0,65.0,91,95,40,93,17,85,25,90,55.0,1.0,55,,06
989,McHale,Kevin,1.0,1.0,0,78,80,18.0,80,79,19,47,55.0,76.0,30,85.0,94.0,47,50,50,37,72,85,15,90,95.0,1.0,63,,06
990,O'Neal,Shaquille,0.0,0.0,0,90,89,0.0,46,97,25,84,79.0,91.0,50,84.0,95.0,60,63,84,39,99,80,12,74,95.0,0.0,82,,06
991,Miller,Reggie,3.0,3.0,0,76,95,93.0,90,53,44,7,13.0,34.0,61,88.0,78.0,78,73,50,60,30,89,25,90,47.0,36.0,78,,06
992,Payton,Gary,4.0,3.0,0,87,78,56.0,71,53,95,5,14.0,35.0,85,87.0,96.0,95,95,50,97,32,92,23,90,82.0,18.0,78,,06
993,Hill,Grant,2.0,2.0,0,87,75,17.0,82,92,66,18,23.0,58.0,86,90.0,90.0,84,87,75,81,54,88,15,90,83.0,1.0,90,,06
994,Worthy,James,2.0,1.0,0,75,70,32.0,77,79,43,35,25.0,34.0,51,90.0,80.0,75,80,65,54,42,65,20,90,80.0,3.0,60,,06
995,Thomas,Isiah,4.0,4.0,0,86,85,75.0,76,69,75,7,13.0,31.0,90,95.0,89.0,94,96,65,95,28,80,25,90,48.0,1.0,73,,06
996,Parish,Robert,0.0,0.0,0,77,80,2.0,72,82,31,50,55.0,60.0,33,86.0,90.0,62,55,50,32,75,77,13,90,86.0,1.0,58,,06
997,Maravich,Pete,3.0,4.0,0,79,89,77.0,82,10,37,7,15.0,26.0,88,97.0,62.0,93,89,75,94,32,85,25,90,52.0,1.0,75,,06
998,Wilkins,Dominique,2.0,1.0,0,84,73,45.0,81,99,40,22,35.0,40.0,55,88.0,70.0,80,82,90,71,53,90,20,90,85.0,10.0,82,,06
999,Hardaway,Penny,3.0,4.0,0,90,86,62.0,77,88,83,16,34.0,41.0,89,79.0,77.0,90,89,90,92,43,80,25,82,67.0,18.0,82,,06
1000,Referee,Ref,0.0,0.0,0,34,0,0.0,0,99,0,0,0.0,0.0,0,0.0,0.0,80,80,99,0,31,99,12,99,0.0,99.0,98,,06
1001,Referee,Ref,0.0,0.0,0,33,0,0.0,0,90,0,0,0.0,0.0,0,0.0,0.0,80,80,75,0,40,99,12,99,0.0,99.0,56,,06
1002,Referee,Ref,0.0,0.0,0,22,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,80,80,35,0,29,99,12,99,0.0,99.0,0,,06
1003,Pettit,Bob,0.0,1.0,0,74,78,15.0,76,55,28,25,78.0,75.0,40,80.0,70.0,45,55,40,60,66,80,15,90,85.0,1.0,81,,06
1004,Schayes,Dolph,1.0,0.0,0,74,75,8.0,84,55,25,25,65.0,70.0,55,85.0,75.0,55,50,40,55,60,88,13,90,75.0,1.0,77,,06
1005,Arizin,Paul,2.0,3.0,0,72,84,75.0,81,55,43,5,28.0,57.0,52,85.0,62.0,71,65,40,61,32,85,25,90,48.0,1.0,81,,06
1006,Sharman,Bill,3.0,4.0,0,75,85,85.0,88,55,62,5,12.0,30.0,61,94.0,90.0,65,70,40,65,28,85,25,90,51.0,1.0,77,,06
1007,Cousy,Bob,4.0,4.0,0,83,78,70.0,80,10,60,10,22.0,65.0,99,97.0,89.0,91,95,50,96,22,90,25,90,48.0,1.0,73,,06
1008,Gallatin,Harry,1.0,0.0,0,70,57,2.0,77,0,39,55,70.0,74.0,35,75.0,75.0,60,55,40,45,60,99,13,90,75.0,1.0,75,,06
1009,Guerin,Richie,2.0,3.0,0,71,75,45.0,78,55,39,6,18.0,43.0,70,80.0,74.0,70,70,40,70,36,85,20,90,52.0,1.0,50,,06
1010,Yardley,George,2.0,1.0,0,70,74,35.0,78,10,34,15,50.0,70.0,35,80.0,70.0,70,70,70,55,30,80,20,90,85.0,1.0,68,,06
1011,Hagan,Cliff,2.0,1.0,0,71,74,25.0,80,10,35,8,44.0,74.0,41,88.0,71.0,66,66,70,55,38,90,18,90,84.0,1.0,68,,06
1012,Braun,Carl,3.0,2.0,0,68,65,45.0,80,0,28,37,44.0,75.0,55,85.0,75.0,60,58,40,50,24,85,20,90,75.0,1.0,50,,06
1013,Chamberlain,Wilt,0.0,0.0,0,93,86,6.0,51,99,39,99,75.0,95.0,58,86.0,80.0,68,63,65,51,85,90,13,90,99.0,0.0,99,,06
1014,Russell,Bill,0.0,1.0,1,87,55,2.0,56,79,45,99,78.0,99.0,52,70.0,99.0,72,61,70,45,60,90,13,90,80.0,1.0,60,,06
1015,Baylor,Elgin,2.0,1.0,0,80,70,20.0,78,78,38,25,64.0,70.0,50,90.0,85.0,80,77,65,55,42,90,18,90,84.0,1.0,88,,06
1016,Robertson,Oscar,3.0,4.0,0,88,85,60.0,84,79,53,19,45.0,58.0,78,93.0,90.0,75,78,70,81,40,90,25,90,75.0,1.0,60,,06
1017,Reed,Willis,0.0,0.0,1,77,84,5.0,75,65,56,62,70.0,60.0,38,85.0,76.0,58,61,40,45,49,80,13,90,82.0,1.0,75,,06
1018,Greer,Hal,3.0,3.0,0,72,81,75.0,80,0,50,5,15.0,25.0,61,94.0,75.0,87,90,50,71,22,85,25,90,43.0,1.0,90,,06
1019,Wilkens,Lenny,4.0,3.0,1,80,85,60.0,77,65,65,7,16.0,35.0,76,97.0,93.0,89,91,40,83,24,80,25,90,51.0,1.0,75,,06
1020,Lucas,Jerry,1.0,0.0,0,76,65,60.0,78,45,17,25,91.0,85.0,55,94.0,97.0,51,48,40,45,47,75,25,90,60.0,1.0,60,,06
1021,Jones,Sam,3.0,2.0,0,71,85,75.0,80,10,54,5,17.0,32.0,55,85.0,77.0,71,78,50,60,34,75,25,90,58.0,1.0,75,,06
1022,Heinsohn,Tommy,1.0,2.0,0,71,74,48.0,79,45,31,13,37.0,55.0,38,90.0,78.0,56,55,40,50,61,80,20,90,80.0,1.0,60,,06
1023,Bellamy,Walt,0.0,0.0,0,67,54,0.0,63,10,22,61,75.0,72.0,35,70.0,65.0,55,58,50,32,52,90,12,90,80.0,1.0,75,,06
1024,Lanier,Bob,0.0,0.0,1,75,68,2.0,76,79,28,55,61.0,68.0,53,85.0,76.0,57,53,40,37,62,74,13,90,82.0,1.0,67,,06
1025,Havlicek,John,2.0,3.0,0,79,70,50.0,81,79,75,11,20.0,37.0,70,99.0,91.0,85,70,40,57,54,90,23,90,55.0,1.0,65,,06
1026,Barry,Rick,2.0,2.0,0,75,94,85.0,89,79,32,8,17.0,55.0,51,92.0,50.0,65,60,40,65,40,95,25,90,57.0,2.0,67,,06
1027,Maravich,Pete,3.0,4.0,0,79,89,77.0,82,10,37,7,15.0,26.0,88,97.0,62.0,93,89,75,94,32,85,25,90,52.0,1.0,75,,06
1028,Frazier,Walt,4.0,3.0,0,78,81,70.0,78,53,49,7,20.0,32.0,73,95.0,92.0,80,82,40,82,34,85,25,90,57.0,1.0,82,,06
1029,Cowens,Dave,0.0,1.0,1,70,65,5.0,78,0,32,29,75.0,72.0,57,81.0,92.0,67,60,50,42,45,76,13,90,72.0,1.0,72,,06
1030,Monroe,Earl,3.0,4.0,0,72,74,64.0,80,0,49,5,11.0,18.0,62,90.0,80.0,85,86,50,96,28,85,25,90,50.0,1.0,70,,06
1031,Archibald,Nate,4.0,4.0,1,78,85,75.0,81,62,54,4,8.0,16.0,88,85.0,65.0,91,95,40,93,17,85,25,90,55.0,1.0,55,,06
1032,Cunningham,Billy,2.0,1.0,1,78,75,34.0,72,70,54,18,65.0,55.0,57,85.0,81.0,70,75,65,54,46,80,20,90,66.0,1.0,68,,06
1033,Bing,Dave,3.0,3.0,0,71,85,77.0,77,0,38,10,16.0,27.0,71,91.0,85.0,78,74,50,70,26,75,25,90,54.0,1.0,68,,06
1034,Walton,Bill,0.0,0.0,0,78,65,3.0,66,70,35,61,80.0,72.0,74,94.0,93.0,63,59,65,45,47,15,13,90,84.0,1.0,68,,06
1035,Malone,Moses,0.0,0.0,0,77,57,2.0,76,79,22,45,84.0,72.0,20,74.0,79.0,57,67,50,42,77,75,13,90,98.0,1.0,74,,06
1036,Bird,Larry,1.0,2.0,0,94,97,95.0,89,79,81,31,42.0,61.0,99,99.0,94.0,65,63,50,90,43,87,25,90,84.0,9.0,88,,06
1037,Erving,Julius,2.0,3.0,0,95,80,47.0,78,99,83,70,66.0,74.0,56,87.0,92.0,87,90,90,71,41,90,20,90,64.0,1.0,94,,06
1038,Gervin,George,3.0,2.0,0,85,88,30.0,84,99,38,34,65.0,72.0,47,88.0,52.0,55,57,99,77,80,75,20,90,86.0,1.0,81,,06
1039,Johnson,Magic,4.0,4.0,0,93,74,72.0,85,61,84,18,24.0,74.0,99,99.0,93.0,84,78,50,99,64,82,25,90,70.0,8.0,84,,06
1040,Thomas,Isiah,4.0,4.0,0,84,75,55.0,76,69,75,7,13.0,31.0,90,95.0,89.0,94,96,65,95,28,80,23,90,48.0,1.0,73,,06
1041,McHale,Kevin,1.0,2.0,0,77,59,18.0,80,79,19,47,55.0,76.0,30,85.0,94.0,47,50,50,37,72,85,15,90,95.0,1.0,63,,06
1042,Parish,Robert,0.0,0.0,0,75,55,2.0,72,82,31,50,55.0,60.0,33,86.0,90.0,62,55,50,32,75,77,13,90,86.0,1.0,58,,06
1043,Worthy,James,2.0,1.0,0,75,70,32.0,77,79,43,35,25.0,34.0,51,90.0,80.0,75,80,65,54,42,65,20,90,80.0,3.0,60,,06
1044,Wilkins,Dominique,2.0,1.0,0,84,73,45.0,81,99,40,22,35.0,40.0,55,88.0,70.0,80,82,90,71,53,90,20,90,85.0,10.0,82,,06
1045,O'Neal,Shaquille,0.0,0.0,0,90,94,0.0,52,97,12,85,74.0,86.0,63,76.0,87.0,70,68,65,48,99,85,12,90,98.0,0.0,72,,06
1046,Miller,Reggie,3.0,3.0,0,76,95,93.0,90,53,44,7,13.0,34.0,61,88.0,78.0,78,73,50,60,30,89,25,90,47.0,36.0,78,,06
1047,Payton,Gary,4.0,3.0,0,87,78,56.0,71,53,95,5,14.0,35.0,85,87.0,96.0,95,95,50,97,32,92,23,90,82.0,18.0,78,,06
1048,Hill,Grant,2.0,2.0,0,89,80,17.0,82,92,80,18,23.0,58.0,86,90.0,90.0,84,87,75,81,54,88,15,90,83.0,1.0,90,,06
1049,Hardaway,Penny,3.0,4.0,0,90,86,62.0,77,88,83,16,34.0,41.0,89,83.0,77.0,90,89,90,92,43,80,25,82,67.0,18.0,82,,06
1050,Drexler,Clyde,3.0,3.0,0,84,80,59.0,79,95,84,40,50.0,52.0,84,88.0,68.0,68,66,85,70,52,30,23,78,70.0,14.0,90,,06
1051,Unseld,Wes,0.0,1.0,0,77,45,0.0,63,79,17,29,88.0,78.0,76,83.0,94.0,45,55,99,39,52,82,12,90,69.0,1.0,81,,06
1052,Ginobili,Manu,3.0,3.0,1,88,81,74.0,80,80,84,19,26.0,55.0,80,87.0,81.0,84,86,70,85,56,70,25,66,80.0,31.0,68,,06
1053,Carter,Vince,2.0,3.0,0,89,80,80.0,85,94,70,20,29.0,54.0,56,87.0,70.0,82,80,98,80,60,70,25,79,80.0,16.0,82,,06
1054,Jamison,Antawn,1.0,2.0,0,81,80,64.0,76,82,38,9,49.0,71.0,28,85.0,61.0,73,71,81,65,60,90,25,80,85.0,4.0,62,,06
1055,Iverson,Allen,4.0,3.0,0,89,85,65.0,83,40,86,3,12.0,40.0,90,91.0,90.0,99,99,80,99,37,90,25,91,60.0,17.0,99,,06
1056,Ilgauskas,Zydrunas,0.0,0.0,0,78,75,15.0,79,63,36,82,79.0,83.0,18,86.0,81.0,46,59,56,30,70,60,15,74,81.0,1.0,60,,06
1057,Hill,Grant,2.0,3.0,0,73,79,21.0,82,60,75,18,26.0,54.0,44,81.0,71.0,80,80,55,76,61,40,18,74,63.0,1.0,67,,06
1058,Arenas,Gilbert,4.0,3.0,0,88,82,74.0,77,65,83,35,46.0,56.0,81,87.0,82.0,80,86,60,86,60,70,25,65,60.0,1.0,75,,06
1059,Wallace,Ben,0.0,1.0,0,85,55,7.0,42,85,80,83,77.0,91.0,22,51.0,99.0,65,85,80,21,90,90,13,77,75.0,1.0,40,,06
1060,Wade,Dwyane,3.0,4.0,0,91,80,50.0,76,87,82,43,25.0,50.0,87,87.0,83.0,94,90,89,85,60,65,23,75,80.0,7.0,87,,06
1061,McGrady,Tracy,2.0,3.0,0,93,86,80.0,85,93,81,25,16.0,68.0,80,91.0,82.0,85,85,90,85,50,70,25,86,80.0,32.0,83,,06
1062,O'Neal,Jermaine,1.0,0.0,0,86,80,10.0,75,85,28,80,44.0,85.0,45,88.0,82.0,69,75,80,44,85,85,15,69,90.0,1.0,86,,06
1063,Pierce,Paul,2.0,3.0,0,89,80,80.0,85,80,80,19,21.0,64.0,57,87.0,69.0,81,78,72,83,68,90,25,79,80.0,25.0,80,,06
1064,O'Neal,Shaquille,0.0,0.0,0,90,89,0.0,46,97,25,84,79.0,91.0,50,84.0,95.0,60,63,84,39,99,80,12,74,95.0,0.0,82,,06
1065,Duncan,Tim,1.0,0.0,0,91,85,22.0,67,85,36,88,71.0,94.0,50,90.0,94.0,65,67,60,46,85,85,18,71,99.0,1.0,76,,06
1066,Garnett,Kevin,1.0,2.0,0,96,80,31.0,80,90,65,81,63.0,99.0,72,87.0,90.0,70,70,89,59,85,86,20,60,88.0,2.0,76,,06
1067,Bryant,Kobe,3.0,2.0,0,95,87,80.0,85,95,80,20,23.0,57.0,80,91.0,80.0,87,90,95,88,60,85,25,84,80.0,18.0,88,,06
1068,James,LeBron,2.0,3.0,0,95,80,67.0,75,97,84,23,23.0,60.0,83,87.0,80.0,92,85,97,85,85,85,25,80,80.0,14.0,85,,06
1069,Ming,Yao,0.0,0.0,0,87,82,33.0,78,60,24,83,68.0,82.0,69,87.0,82.0,58,66,45,55,86,90,20,83,87.0,0.0,62,,06
1070,Lewis,Rashard,2.0,3.0,0,81,80,83.0,85,83,49,36,32.0,54.0,16,87.0,40.0,78,82,84,80,52,70,25,80,80.0,31.0,56,,06
1071,Nash,Steve,4.0,4.0,0,85,86,83.0,93,0,52,3,16.0,45.0,99,99.0,74.0,91,96,65,95,51,89,25,93,60.0,30.0,76,,06
1072,Nowitzki,Dirk,1.0,2.0,0,86,91,80.0,86,68,57,63,25.0,89.0,37,90.0,59.0,64,70,60,59,66,85,25,83,86.0,22.0,79,,06
1073,Allen,Ray,3.0,4.0,0,88,91,87.0,88,81,59,23,23.0,56.0,67,91.0,65.0,85,81,78,84,54,90,25,84,52.0,37.0,72,,06
1074,Marion,Shawn,2.0,2.0,0,91,75,65.0,83,85,83,80,60.0,89.0,23,85.0,80.0,80,85,85,71,55,63,25,74,80.0,26.0,54,,06
1075,Stoudemire,Amare,1.0,0.0,0,90,75,19.0,70,98,48,80,60.0,80.0,21,89.0,80.0,75,74,90,60,85,80,15,79,85.0,1.0,78,,06
1076,Arroyo,Carlos,4.0,4.0,0,65,65,59.0,79,0,54,3,14.0,28.0,86,60.0,53.0,73,79,40,77,57,70,23,50,48.0,7.0,59,,06
1077,Jefferson,Richard,2.0,2.0,0,87,80,61.0,84,95,80,19,28.0,71.0,47,87.0,80.0,81,85,91,80,61,60,25,78,69.0,16.0,71,,06
1078,Murphy,Troy,1.0,0.0,1,74,64,66.0,73,62,40,21,76.0,88.0,19,76.0,51.0,68,58,45,56,68,60,25,73,71.0,16.0,57,,06
1079,Hunter,Steven,0.0,1.0,0,64,53,0.0,47,72,6,94,72.0,64.0,5,62.0,58.0,52,56,70,36,63,58,12,39,63.0,0.0,37,,06
1080,Bradley,Michael,1.0,0.0,0,62,60,11.0,52,58,22,40,83.0,83.0,25,50.0,42.0,57,60,50,42,58,63,15,15,76.0,0.0,35,,06
1081,Collins,Jason,0.0,1.0,0,62,53,22.0,65,55,51,45,47.0,70.0,19,38.0,44.0,45,43,50,32,75,60,18,71,68.0,0.0,25,,06
1082,Randolph,Zach,1.0,1.0,1,77,67,0.0,81,70,38,16,70.0,82.0,45,81.0,49.0,61,66,65,61,86,81,12,70,81.0,0.0,67,,06
1083,Haywood,Brendan,0.0,0.0,0,69,46,0.0,60,59,51,82,77.0,71.0,14,65.0,58.0,52,41,53,33,79,72,12,61,73.0,0.0,39,,06
1084,Lopez,Raul,4.0,4.0,0,63,61,74.0,81,0,76,9,9.0,32.0,92,59.0,43.0,80,70,45,62,34,67,25,35,43.0,33.0,56,,06
1085,Wallace,Gerald,2.0,2.0,0,77,54,48.0,66,90,84,68,43.0,65.0,30,68.0,52.0,70,70,92,60,57,50,20,67,63.0,10.0,49,,06
1086,Dalembert,Samuel,0.0,1.0,0,74,42,10.0,60,75,46,84,76.0,85.0,8,62.0,81.0,68,57,63,43,71,70,15,63,55.0,0.0,45,,06
1087,Tinsley,Jamaal,4.0,4.0,0,76,54,74.0,74,0,88,14,15.0,54.0,87,81.0,82.0,81,85,50,86,51,75,25,64,47.0,30.0,72,,06
1088,Parker,Tony,4.0,4.0,0,77,70,60.0,65,5,65,1,12.0,47.0,84,81.0,68.0,95,95,60,88,43,85,25,75,75.0,14.0,70,,06
1089,Hassell,Trenton,2.0,3.0,0,59,66,13.0,78,10,25,23,30.0,35.0,29,49.0,68.0,69,68,68,70,51,85,15,60,42.0,2.0,34,,06
1090,Arenas,Gilbert,4.0,3.0,0,88,82,74.0,77,65,83,35,46.0,56.0,81,87.0,82.0,86,87,60,86,60,70,25,65,60.0,37.0,75,,06
1091,Scalabrine,Brian,2.0,1.0,0,56,50,62.0,76,23,52,23,57.0,71.0,36,54.0,46.0,34,34,30,36,68,50,25,48,52.0,20.0,35,,06
1092,Brown,Damone,1.0,1.0,0,55,46,28.0,50,58,20,50,60.0,60.0,36,50.0,50.0,45,50,50,42,48,50,18,21,53.0,1.0,35,,06
1093,Watson,Earl,4.0,3.0,0,66,61,64.0,65,0,80,16,15.0,37.0,87,64.0,50.0,74,75,44,63,51,74,25,55,34.0,22.0,58,,06
1094,Brewer,Jamison,4.0,3.0,0,54,43,31.0,35,12,35,4,34.0,58.0,80,49.0,38.0,70,67,65,73,43,47,20,34,29.0,40.0,35,,06
1095,Simmons,Bobby,2.0,3.0,0,72,65,64.0,84,58,68,9,36.0,60.0,35,75.0,67.0,62,59,67,54,71,58,25,80,56.0,11.0,53,,06
1096,Woods,Loren,0.0,1.0,0,62,50,0.0,57,66,19,88,79.0,84.0,11,46.0,56.0,34,38,45,40,73,50,12,36,64.0,0.0,33,,06
1097,Collins,Jarron,0.0,1.0,0,54,48,0.0,69,54,20,9,47.0,58.0,30,41.0,47.0,43,46,56,34,74,62,12,43,64.0,0.0,35,,06
1098,Gill,Eddie,4.0,4.0,0,64,60,66.0,87,0,86,7,12.0,49.0,39,49.0,53.0,79,84,65,67,53,64,25,39,26.0,48.0,39,,06
1099,Evans,Maurice,3.0,2.0,0,67,58,60.0,75,80,54,9,57.0,47.0,16,64.0,50.0,60,65,81,56,63,70,25,46,50.0,22.0,40,,06
1100,Rebraca,Zeljko,0.0,0.0,0,65,55,0.0,85,72,25,68,42.0,72.0,12,68.0,47.0,47,42,60,28,73,87,12,39,68.0,0.0,37,,06
1101,Allen,Malik,1.0,0.0,0,61,39,0.0,92,58,30,68,61.0,60.0,16,70.0,48.0,48,57,50,28,75,47,12,32,58.0,0.0,42,,06
1102,James,Mike,4.0,3.0,0,68,68,79.0,75,0,64,3,14.0,49.0,68,77.0,54.0,74,74,50,69,49,85,25,58,42.0,34.0,62,,06
1103,Brown,Tierre,4.0,3.0,0,60,52,63.0,78,0,54,0,15.0,35.0,80,59.0,40.0,73,71,55,69,49,58,25,39,47.0,21.0,54,,06
1104,Andersen,Chris,0.0,1.0,0,65,37,0.0,68,81,17,70,73.0,83.0,23,68.0,48.0,60,39,66,29,55,64,12,50,63.0,0.0,43,,06
1105,Ming,Yao,0.0,0.0,0,87,82,33.0,78,60,24,83,68.0,82.0,69,87.0,82.0,58,66,45,55,86,90,20,83,87.0,0.0,62,,06
1106,Dunleavy,Mike,2.0,3.0,0,76,76,76.0,77,52,56,16,44.0,68.0,68,78.0,50.0,63,58,44,77,63,75,25,72,52.0,30.0,49,,06
1107,Gooden,Drew,1.0,1.0,0,76,46,26.0,80,75,56,48,65.0,89.0,25,77.0,48.0,64,63,64,51,68,66,18,70,71.0,3.0,54,,06
1108,Tskitishvili,Nikoloz,1.0,2.0,0,65,67,27.0,79,58,65,81,43.0,70.0,21,43.0,32.0,63,63,50,53,55,43,18,18,64.0,19.0,41,,06
1109,Wagner,Dajuan,3.0,4.0,0,63,68,69.0,68,10,67,16,10.0,36.0,35,78.0,55.0,72,78,62,73,56,65,25,18,51.0,35.0,35,,06
1110,Nene,,0.0,1.0,0,73,59,0.0,66,75,68,62,63.0,77.0,30,76.0,47.0,52,61,70,40,76,55,12,52,75.0,0.0,51,,06
1111,Wilcox,Chris,1.0,0.0,0,71,52,0.0,61,86,46,69,50.0,77.0,18,75.0,68.0,69,57,85,44,60,62,12,43,60.0,0.0,45,,06
1112,Stoudemire,Amare,1.0,0.0,0,90,75,19.0,70,98,48,80,60.0,80.0,21,89.0,80.0,75,74,90,60,85,80,15,79,85.0,1.0,78,,06
1113,Butler,Caron,3.0,2.0,0,75,59,54.0,86,80,73,12,42.0,58.0,25,75.0,50.0,75,75,80,70,58,60,23,77,59.0,13.0,53,,06
1114,Jeffries,Jared,2.0,1.0,0,66,59,36.0,61,64,46,23,73.0,67.0,24,46.0,43.0,66,62,68,66,60,50,20,57,62.0,6.0,32,,06
1115,Ely,Melvin,0.0,1.0,0,64,55,0.0,57,60,35,66,68.0,58.0,22,65.0,45.0,55,56,50,24,79,75,12,52,57.0,0.0,49,,06
1116,Haislip,Marcus,1.0,1.0,0,68,53,20.0,71,80,42,74,64.0,64.0,7,67.0,53.0,61,62,75,38,61,55,18,30,60.0,2.0,35,,06
1117,Jones,Fred,3.0,2.0,0,71,51,71.0,85,88,48,21,11.0,47.0,42,68.0,50.0,65,65,92,66,68,70,25,66,35.0,35.0,46,,06
1118,Nachbar,Bostjan,2.0,3.0,0,64,66,79.0,82,59,38,18,14.0,61.0,26,70.0,32.0,60,62,48,58,57,66,25,47,61.0,47.0,44,,06
1119,Welsch,Jiri,2.0,3.0,0,62,71,61.0,76,18,60,5,15.0,56.0,37,67.0,61.0,63,62,54,59,53,75,25,46,39.0,29.0,48,,06
1120,Dixon,Juan,3.0,4.0,0,66,69,75.0,89,10,73,5,23.0,43.0,50,77.0,42.0,79,91,43,71,32,60,25,41,50.0,33.0,62,,06
1121,Borchardt,Curtis,0.0,1.0,0,59,57,0.0,73,41,20,59,74.0,76.0,28,44.0,53.0,55,53,47,42,63,35,12,35,62.0,0.0,34,,06
1122,Humphrey,Ryan,1.0,2.0,0,56,34,0.0,48,68,57,3,94.0,61.0,8,60.0,53.0,53,56,65,25,67,43,12,22,50.0,0.0,46,,06
1123,Rush,Kareem,3.0,2.0,1,66,69,77.0,77,60,36,10,15.0,37.0,33,78.0,40.0,73,69,55,75,59,75,25,44,44.0,34.0,53,,06
1124,Woods,Qyntel,3.0,2.0,0,66,62,48.0,63,63,54,34,56.0,71.0,34,64.0,44.0,70,70,67,63,59,50,20,23,40.0,0.0,25,,06
1125,Jacobsen,Casey,3.0,2.0,0,58,76,70.0,78,10,33,7,15.0,37.0,29,57.0,47.0,65,65,50,58,59,50,25,54,48.0,43.0,39,,06
1126,Prince,Tayshaun,2.0,3.0,1,84,75,68.0,80,80,33,80,35.0,80.0,39,85.0,86.0,65,68,75,60,54,70,25,81,80.0,14.0,48,,06
1127,Krstic,Nenad,0.0,1.0,0,63,51,0.0,72,55,28,50,65.0,64.0,18,72.0,57.0,57,59,25,37,63,75,12,60,59.0,0.0,55,,06
1128,Williams,Frank,4.0,3.0,0,61,55,61.0,85,10,64,14,8.0,34.0,84,59.0,58.0,72,72,30,68,62,50,25,15,49.0,20.0,35,,06
1129,Salmons,John,2.0,3.0,0,60,56,66.0,72,53,73,19,9.0,57.0,56,44.0,47.0,41,43,48,60,54,65,25,41,43.0,43.0,37,,06
1130,Jefferies,Chris,2.0,3.0,0,59,44,64.0,67,60,53,40,20.0,35.0,17,56.0,72.0,71,67,55,37,61,50,25,20,48.0,49.0,35,,06
1131,Dickau,Dan,4.0,4.0,0,65,78,75.0,83,0,65,1,12.0,36.0,83,75.0,39.0,67,69,40,70,53,50,25,65,43.0,32.0,63,,06
1132,Gadzuric,Dan,0.0,1.0,0,67,42,0.0,53,65,48,81,90.0,92.0,7,62.0,51.0,60,55,50,28,65,40,12,54,66.0,0.0,38,,06
1133,Boozer,Carlos,1.0,1.0,0,72,55,0.0,69,78,41,21,74.0,80.0,39,79.0,51.0,56,57,66,46,81,75,12,71,68.0,0.0,62,,06
1134,Kasun,Mario,0.0,0.0,0,61,60,0.0,55,69,40,57,90.0,88.0,9,62.0,50.0,43,36,40,31,75,62,12,22,48.0,0.0,41,,06
1135,Murray,Ronald,3.0,4.0,0,68,64,59.0,73,49,62,19,12.0,49.0,35,73.0,66.0,83,80,57,64,47,70,23,41,53.0,26.0,57,,06
1136,Baxter,Lonny,1.0,0.0,0,65,49,2.0,68,67,24,52,73.0,74.0,11,74.0,58.0,59,50,50,40,82,70,13,33,58.0,0.0,35,,06
1137,Barnes,Matt,2.0,3.0,0,65,55,34.0,60,67,76,14,54.0,61.0,37,43.0,62.0,76,54,68,54,69,55,20,37,51.0,9.0,37,,06
1138,Sampson,Jamal,1.0,0.0,0,58,40,0.0,58,52,20,82,77.0,99.0,11,44.0,60.0,42,40,45,45,62,50,12,15,48.0,0.0,33,,06
1139,Songaila,Darius,1.0,0.0,0,61,37,0.0,84,40,56,16,60.0,68.0,32,68.0,55.0,45,45,55,23,70,75,12,52,65.0,0.0,42,,06
1140,Butler,Rasual,2.0,3.0,0,63,61,75.0,77,57,27,37,9.0,58.0,25,65.0,39.0,67,70,50,63,51,65,25,45,48.0,37.0,43,,06
1141,Slay,Tamar,2.0,3.0,0,60,62,50.0,42,60,84,18,24.0,45.0,25,64.0,55.0,60,62,65,64,55,55,23,18,41.0,24.0,35,,06
1142,Giricek,Gordan,3.0,2.0,0,67,75,63.0,81,40,49,9,11.0,49.0,39,75.0,45.0,70,70,60,63,57,80,25,52,50.0,17.0,54,,06
1143,Ginobili,Manu,3.0,3.0,1,88,81,74.0,80,80,84,19,26.0,55.0,80,87.0,81.0,84,86,70,85,56,70,25,66,80.0,31.0,68,,06
1144,Harrington,Lorinza,4.0,4.0,0,64,58,43.0,82,10,80,14,18.0,47.0,54,56.0,42.0,72,78,50,60,47,66,20,59,56.0,5.0,50,,06
1145,Pargo,Jannero,4.0,3.0,0,66,74,76.0,73,10,64,1,21.0,40.0,83,76.0,60.0,80,77,35,60,42,75,25,31,33.0,31.0,68,,06
1146,Okur,Mehmet,0.0,1.0,0,68,58,48.0,85,47,24,46,67.0,81.0,35,76.0,35.0,45,48,43,55,70,51,20,65,68.0,8.0,56,,06
